drug_name,medical_condition,activity,rx_otc,pregnancy_category,csa,alcohol,rating,no_of_reviews,drug_link
sumatriptan,Migraine,96%,Rx,C,N,,7.6,434.0,https://www.drugs.com/mtm/sumatriptan-injection.html
Imitrex,Migraine,52%,Rx,C,N,,7.7,170.0,https://www.drugs.com/imitrex.html
Zomig,Migraine,44%,Rx,C,N,X,7.0,95.0,https://www.drugs.com/zomig.html
Cambia,Migraine,42%,Rx,D,N,X,7.0,52.0,https://www.drugs.com/cambia.html
Nurtec ODT,Migraine,39%,Rx,,N,,5.2,171.0,https://www.drugs.com/nurtec-odt.html
zolmitriptan,Migraine,36%,Rx,C,N,X,7.4,153.0,https://www.drugs.com/mtm/zolmitriptan.html
rizatriptan,Migraine,35%,Rx,C,N,,8.3,314.0,https://www.drugs.com/mtm/rizatriptan.html
Maxalt,Migraine,33%,Rx,C,N,,8.7,120.0,https://www.drugs.com/maxalt.html
Reyvow,Migraine,32%,Rx,,5,,4.5,17.0,https://www.drugs.com/reyvow.html
Elyxyb,Migraine,31%,Rx,C,N,,,,https://www.drugs.com/elyxyb.html
lasmiditan,Migraine,31%,Rx,,5,,4.5,19.0,https://www.drugs.com/lasmiditan.html
rimegepant,Migraine,31%,Rx,,N,,5.3,174.0,https://www.drugs.com/rimegepant.html
Tosymra,Migraine,31%,Rx,C,N,,,,https://www.drugs.com/tosymra.html
gabapentin,Migraine,23%,Rx,C,N,X,7.9,118.0,https://www.drugs.com/gabapentin.html
Relpax,Migraine,22%,Rx,C,N,,8.6,148.0,https://www.drugs.com/relpax.html
Excedrin Migraine,Migraine,14%,OTC,N,N,X,7.6,110.0,https://www.drugs.com/excedrin-migraine.html
Amerge,Migraine,12%,Rx,C,N,,8.4,29.0,https://www.drugs.com/mtm/amerge.html
cyclobenzaprine,Migraine,12%,Rx,B,N,X,7.7,42.0,https://www.drugs.com/cyclobenzaprine.html
Fiorinal,Migraine,12%,Rx,C,3,X,8.5,48.0,https://www.drugs.com/fiorinal.html
Treximet,Migraine,12%,Rx,C,N,X,9.1,89.0,https://www.drugs.com/treximet.html
Maxalt-MLT,Migraine,11%,Rx,C,N,,8.7,71.0,https://www.drugs.com/mtm/maxalt-mlt.html
diclofenac,Migraine,10%,Rx,D,N,X,7.3,62.0,https://www.drugs.com/diclofenac.html
Ubrelvy,Migraine,10%,Rx,,N,,5.4,176.0,https://www.drugs.com/ubrelvy.html
naratriptan,Migraine,9%,Rx,C,N,,8.4,49.0,https://www.drugs.com/mtm/naratriptan.html
aspirin / butalbital / caffeine,Migraine,8%,Rx,C,3,X,8.8,82.0,https://www.drugs.com/mtm/aspirin-butalbital-and-caffeine.html
Frova,Migraine,8%,Rx,C,N,,9.0,41.0,https://www.drugs.com/mtm/frova.html
Botox,Migraine,6%,Rx,C,N,,6.1,23.0,https://www.drugs.com/botox.html
eletriptan,Migraine,6%,Rx,C,N,,8.3,176.0,https://www.drugs.com/mtm/eletriptan.html
Excedrin,Migraine,6%,OTC,N,N,X,6.6,28.0,https://www.drugs.com/excedrin.html
Reglan,Migraine,6%,Rx,B,N,X,3.0,131.0,https://www.drugs.com/reglan.html
metoclopramide,Migraine,5%,Rx,B,N,X,3.4,188.0,https://www.drugs.com/metoclopramide.html
almotriptan,Migraine,4%,Rx,C,N,,9.0,33.0,https://www.drugs.com/mtm/almotriptan.html
naproxen / sumatriptan,Migraine,4%,Rx,C,N,X,9.0,96.0,https://www.drugs.com/mtm/sumatriptan-and-naproxen.html
venlafaxine,Migraine,4%,Rx,C,N,X,4.9,19.0,https://www.drugs.com/venlafaxine.html
acetaminophen / aspirin / caffeine,Migraine,3%,OTC,N,N,X,7.0,220.0,https://www.drugs.com/mtm/acetaminophen-aspirin-and-caffeine.html
cyproheptadine,Migraine,3%,Rx,B,N,X,6.8,35.0,https://www.drugs.com/mtm/cyproheptadine.html
Imitrex Statdose,Migraine,3%,Rx,C,N,,8.4,18.0,https://www.drugs.com/mtm/imitrex-statdose-injection.html
Methergine,Migraine,3%,Rx,C,N,,9.7,8.0,https://www.drugs.com/mtm/methergine-oral-and-injection.html
Migranal,Migraine,3%,Rx,X,N,,7.4,20.0,https://www.drugs.com/mtm/migranal-nasal.html
acetaminophen / aspirin / caffeine / salicylamide,Migraine,2%,Rx/OTC,N,N,X,9.9,9.0,https://www.drugs.com/cdi/acetaminophen-aspirin-caffeine-and-salicylamide-tablets.html
Cafergot,Migraine,2%,Rx,X,N,,8.5,13.0,https://www.drugs.com/cons/cafergot-oral.html
dihydroergotamine,Migraine,2%,Rx,X,N,,6.8,33.0,https://www.drugs.com/mtm/dihydroergotamine-injection.html
frovatriptan,Migraine,2%,Rx,C,N,,9.1,51.0,https://www.drugs.com/mtm/frovatriptan.html
memantine,Migraine,2%,Rx,B,N,,6.7,7.0,https://www.drugs.com/mtm/memantine.html
Migergot,Migraine,2%,Rx,X,N,,10.0,6.0,https://www.drugs.com/cdi/migergot.html
orphenadrine,Migraine,2%,Rx,C,N,X,6.4,11.0,https://www.drugs.com/mtm/orphenadrine.html
Zembrace SymTouch,Migraine,2%,Rx,C,N,,,,https://www.drugs.com/mtm/zembrace-symtouch-injection.html
Zomig-ZMT,Migraine,2%,Rx,C,N,X,8.4,16.0,https://www.drugs.com/mtm/zomig-zmt.html
caffeine / ergotamine,Migraine,1%,Rx,X,N,,9.1,23.0,https://www.drugs.com/mtm/caffeine-and-ergotamine-oral-rectal.html
celecoxib,Migraine,1%,Rx,C,N,,,,https://www.drugs.com/celecoxib.html
D.H.E. 45,Migraine,1%,Rx,X,N,,6.9,7.0,https://www.drugs.com/cons/d-h-e-45.html
Ergomar,Migraine,1%,Rx,X,N,,9.0,1.0,https://www.drugs.com/mtm/ergomar.html
ergotamine,Migraine,1%,Rx,X,N,,5.0,4.0,https://www.drugs.com/mtm/ergotamine.html
methylergonovine,Migraine,1%,Rx,C,N,,9.8,10.0,https://www.drugs.com/mtm/methylergonovine-oral-and-injection.html
onabotulinumtoxinA,Migraine,1%,Rx,C,N,,6.1,23.0,https://www.drugs.com/mtm/onabotulinumtoxina.html
Onzetra Xsail,Migraine,1%,Rx,C,N,,6.2,5.0,https://www.drugs.com/cons/onzetra-xsail.html
Painaid,Migraine,1%,Rx/OTC,N,N,X,9.5,2.0,https://www.drugs.com/cdi/painaid.html
prochlorperazine,Migraine,1%,Rx/OTC,N,N,X,1.0,1.0,https://www.drugs.com/mtm/prochlorperazine-oral-injection.html
Vanquish,Migraine,1%,OTC,N,N,X,9.0,3.0,https://www.drugs.com/cdi/vanquish.html
Zomig Nasal Spray,Migraine,1%,Rx,C,N,X,6.0,2.0,https://www.drugs.com/pro/zomig-nasal-spray.html
Anacin Advanced Headache Formula,Migraine,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/anacin-advanced-headache-formula.html
Backaid Inflammatory Pain Formula,Migraine,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/backaid-ipf.html
Fortabs,Migraine,0%,Rx,C,3,X,,,https://www.drugs.com/cons/fortabs-oral.html
Genace,Migraine,0%,OTC,N,N,X,,,https://www.drugs.com/genace.html
Goody's Extra-Strength Headache Powders,Migraine,0%,OTC,N,N,X,5.3,54.0,https://www.drugs.com/cdi/goody-s-extra-strength-headache-powders.html
Goody's Extra Strength,Migraine,0%,OTC,N,N,X,10.0,2.0,https://www.drugs.com/mtm/goodys-extra-strength.html
Goody's Headache Powders,Migraine,0%,OTC,N,N,X,6.0,8.0,https://www.drugs.com/mtm/goody-s-headache-powders.html
Migraine Relief,Migraine,0%,OTC,N,N,X,,,https://www.drugs.com/pro/up-and-up-migraine-relief.html
Trudhesa,Migraine,0%,Rx,X,N,,,,https://www.drugs.com/trudhesa.html
ubrogepant,Migraine,0%,Rx,,N,,5.4,176.0,https://www.drugs.com/ubrogepant.html
meloxicam,Osteoarthritis,95%,Rx,C,N,X,6.8,198.0,https://www.drugs.com/meloxicam.html
Celebrex,Osteoarthritis,78%,Rx,C,N,,7.1,79.0,https://www.drugs.com/celebrex.html
diclofenac,Osteoarthritis,46%,Rx,D,N,X,7.6,113.0,https://www.drugs.com/diclofenac.html
Mobic,Osteoarthritis,35%,Rx,C,N,X,8.1,57.0,https://www.drugs.com/mobic.html
naproxen,Osteoarthritis,29%,Rx/OTC,C,N,X,6.7,51.0,https://www.drugs.com/naproxen.html
celecoxib,Osteoarthritis,27%,Rx,C,N,,7.1,91.0,https://www.drugs.com/celecoxib.html
ibuprofen,Osteoarthritis,27%,Rx/OTC,C,N,X,7.5,5.0,https://www.drugs.com/ibuprofen.html
Voltaren,Osteoarthritis,22%,Rx,D,N,X,7.4,41.0,https://www.drugs.com/voltaren.html
chondroitin / glucosamine,Osteoarthritis,20%,Rx/OTC,N,N,,5.9,32.0,https://www.drugs.com/mtm/chondroitin-and-glucosamine.html
Voltaren Arthritis Pain Gel,Osteoarthritis,19%,OTC,C,N,,7.0,101.0,https://www.drugs.com/voltaren-gel.html
Cymbalta,Osteoarthritis,18%,Rx,C,N,X,6.3,34.0,https://www.drugs.com/cymbalta.html
diclofenac,Osteoarthritis,17%,Rx/OTC,C,N,,7.1,174.0,https://www.drugs.com/mtm/diclofenac-topical.html
prednisone,Osteoarthritis,14%,Rx,C,N,,8.3,16.0,https://www.drugs.com/prednisone.html
Aleve,Osteoarthritis,12%,Rx/OTC,C,N,X,5.9,8.0,https://www.drugs.com/aleve.html
Arthrotec,Osteoarthritis,12%,Rx,X,N,X,8.3,24.0,https://www.drugs.com/arthrotec.html
Cataflam,Osteoarthritis,12%,Rx,D,N,X,9.5,2.0,https://www.drugs.com/cataflam.html
aspirin,Osteoarthritis,10%,Rx/OTC,N,N,X,8.3,4.0,https://www.drugs.com/aspirin.html
Medrol Dosepak,Osteoarthritis,10%,Rx,C,N,,10.0,2.0,https://www.drugs.com/mtm/medrol-dosepak.html
nabumetone,Osteoarthritis,10%,Rx,C,N,X,6.2,18.0,https://www.drugs.com/mtm/nabumetone.html
duloxetine,Osteoarthritis,9%,Rx,C,N,X,5.9,40.0,https://www.drugs.com/duloxetine.html
etodolac,Osteoarthritis,9%,Rx,C,N,X,6.8,24.0,https://www.drugs.com/etodolac.html
Advil,Osteoarthritis,8%,Rx/OTC,C,N,X,1.0,1.0,https://www.drugs.com/advil.html
Motrin,Osteoarthritis,8%,Rx/OTC,C,N,X,10.0,1.0,https://www.drugs.com/cons/motrin.html
Vimovo,Osteoarthritis,8%,Rx,C,N,X,5.2,27.0,https://www.drugs.com/vimovo.html
Naprosyn,Osteoarthritis,7%,Rx/OTC,C,N,X,6.0,5.0,https://www.drugs.com/naprosyn.html
Pennsaid,Osteoarthritis,7%,Rx,C,N,,7.7,47.0,https://www.drugs.com/pennsaid.html
Arthritis Pain,Osteoarthritis,6%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/arthritis-pain.html
Ecotrin,Osteoarthritis,6%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/ecotrin.html
Zorvolex,Osteoarthritis,6%,Rx,D,N,X,9.4,7.0,https://www.drugs.com/cons/zorvolex.html
Aspergum,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/aspergum.html
Aspiritab,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/aspiritab.html
Aspirtab,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/aspirtab.html
Bayer Aspirin,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/bayer-oral.html
Bayer Aspirin Extra Strength Plus,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/bayer-plus.html
Easprin,Osteoarthritis,5%,Rx,N,N,X,,,https://www.drugs.com/cons/easprin.html
Ecpirin,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/ecpirin.html
Entercote,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/entercote.html
Genacote,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/genacote.html
Halfprin,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/halfprin.html
methylprednisolone,Osteoarthritis,5%,Rx,C,N,,7.8,15.0,https://www.drugs.com/methylprednisolone.html
Norwich Aspirin,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/norwich-aspirin.html
Vazalore,Osteoarthritis,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/vazalore.html
Depo-Medrol,Osteoarthritis,4%,Rx,C,N,,10.0,4.0,https://www.drugs.com/mtm/depo-medrol-injection.html
Indocin,Osteoarthritis,4%,Rx,C,N,X,9.5,2.0,https://www.drugs.com/cons/indocin.html
indomethacin,Osteoarthritis,4%,Rx,C,N,X,7.8,5.0,https://www.drugs.com/mtm/indomethacin.html
Proprinal,Osteoarthritis,4%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/proprinal.html
A-G Profen,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/a-g-profen.html
acetaminophen / codeine,Osteoarthritis,3%,Rx,C,M,X,7.0,10.0,https://www.drugs.com/mtm/acetaminophen-and-codeine.html
Actiprofen,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/actiprofen.html
Addaprin,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/addaprin.html
Advil Liqui-Gels,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cdi/advil-liqui-gels.html
chondroitin / glucosamine / methylsulfonylmethane,Osteoarthritis,3%,OTC,N,N,,7.9,13.0,https://www.drugs.com/mtm/chondroitin-glucosamine-and-methylsulfonylmethane-msm.html
diclofenac / misoprostol,Osteoarthritis,3%,Rx,X,N,X,8.0,32.0,https://www.drugs.com/mtm/diclofenac-and-misoprostol.html
Duexis,Osteoarthritis,3%,Rx,C,N,X,6.8,25.0,https://www.drugs.com/duexis.html
Genpril,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/genpril.html
IBU-200,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/ibu-200.html
Medrol,Osteoarthritis,3%,Rx,C,N,,,,https://www.drugs.com/mtm/medrol.html
Midol IB,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/mtm/midol-ib.html
Motrin IB,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/motrin.html
Naprelan,Osteoarthritis,3%,Rx/OTC,C,N,X,9.4,5.0,https://www.drugs.com/cons/naprelan.html
Nuprin,Osteoarthritis,3%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/nuprin.html
Osteo Bi-Flex,Osteoarthritis,3%,Rx/OTC,N,N,,7.0,9.0,https://www.drugs.com/mtm/osteo-bi-flex.html
piroxicam,Osteoarthritis,3%,Rx,C,N,X,8.0,8.0,https://www.drugs.com/mtm/piroxicam.html
Aflaxen,Osteoarthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/aflaxen.html
All Day Pain Relief,Osteoarthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/pro/all-day-pain-relief.html
All Day Relief,Osteoarthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/pro/all-day-relief.html
Anaprox,Osteoarthritis,2%,Rx/OTC,C,N,X,2.0,1.0,https://www.drugs.com/cons/anaprox.html
Anaprox-DS,Osteoarthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/anaprox-ds.html
Cosamin DS,Osteoarthritis,2%,Rx/OTC,N,N,,5.0,2.0,https://www.drugs.com/mtm/cosamin-ds.html
Diclozor,Osteoarthritis,2%,Rx,C,N,,,,https://www.drugs.com/cdi/diclozor.html
diflunisal,Osteoarthritis,2%,Rx,C,N,,9.7,3.0,https://www.drugs.com/mtm/diflunisal.html
Dolobid,Osteoarthritis,2%,Rx,C,N,,10.0,1.0,https://www.drugs.com/cons/dolobid.html
EC-Naprosyn,Osteoarthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/cons/ec-naprosyn.html
Feldene,Osteoarthritis,2%,Rx,C,N,X,9.0,4.0,https://www.drugs.com/cons/feldene.html
Flanax Pain Reliever,Osteoarthritis,2%,Rx/OTC,C,N,X,,,https://www.drugs.com/flanax.html
Kenalog-40,Osteoarthritis,2%,Rx,C,N,,4.8,17.0,https://www.drugs.com/mtm/kenalog-40-injection.html
ketoprofen,Osteoarthritis,2%,Rx/OTC,C,N,X,8.2,5.0,https://www.drugs.com/mtm/ketoprofen.html
Lofena,Osteoarthritis,2%,Rx,D,N,X,,,https://www.drugs.com/pro/lofena.html
MethylPREDNISolone Dose Pack,Osteoarthritis,2%,Rx,C,N,,4.5,2.0,https://www.drugs.com/mtm/methylprednisolone-dose-pack.html
oxaprozin,Osteoarthritis,2%,Rx,C,N,X,7.3,4.0,https://www.drugs.com/mtm/oxaprozin.html
Profinac,Osteoarthritis,2%,Rx,C,N,,,,https://www.drugs.com/pro/profinac.html
salsalate,Osteoarthritis,2%,Rx,C,N,X,5.5,2.0,https://www.drugs.com/mtm/salsalate.html
Schiff Move Free,Osteoarthritis,2%,Rx/OTC,N,N,,5.6,9.0,https://www.drugs.com/mtm/schiff-move-free.html
Solu-Medrol,Osteoarthritis,2%,Rx,C,N,,,,https://www.drugs.com/mtm/solu-medrol-injection.html
sulindac,Osteoarthritis,2%,Rx,C,N,X,5.8,4.0,https://www.drugs.com/mtm/sulindac.html
triamcinolone,Osteoarthritis,2%,Rx,C,N,,5.5,72.0,https://www.drugs.com/triamcinolone.html
Xrylix,Osteoarthritis,2%,Rx,C,N,,,,https://www.drugs.com/cdi/xrylix.html
amlodipine / celecoxib,Osteoarthritis,1%,Rx,,N,,9.7,3.0,https://www.drugs.com/mtm/amlodipine-and-celecoxib.html
Aristospan,Osteoarthritis,1%,Rx,C,N,,,,https://www.drugs.com/cons/aristospan.html
betamethasone,Osteoarthritis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/betamethasone-injection.html
bioflavonoids,Osteoarthritis,1%,Rx/OTC,N,N,,7.5,10.0,https://www.drugs.com/mtm/bioflavonoids.html
capsaicin,Osteoarthritis,1%,Rx/OTC,B,N,,5.1,30.0,https://www.drugs.com/mtm/capsaicin-topical.html
Celestone Soluspan,Osteoarthritis,1%,Rx,C,N,,,,https://www.drugs.com/mtm/celestone-soluspan-injection.html
Clinacort,Osteoarthritis,1%,Rx,C,N,,,,https://www.drugs.com/cons/clinacort.html
Clinoril,Osteoarthritis,1%,Rx,C,N,X,,,https://www.drugs.com/cons/clinoril.html
Consensi,Osteoarthritis,1%,Rx,,N,,9.7,3.0,https://www.drugs.com/consensi.html
cortisone,Osteoarthritis,1%,Rx,N,N,,0.0,1.0,https://www.drugs.com/mtm/cortisone.html
Daypro,Osteoarthritis,1%,Rx,C,N,X,8.0,1.0,https://www.drugs.com/mtm/daypro.html
esomeprazole / naproxen,Osteoarthritis,1%,Rx,C,N,X,4.8,31.0,https://www.drugs.com/mtm/esomeprazole-and-naproxen.html
Euflexxa,Osteoarthritis,1%,Rx,N,N,,6.2,242.0,https://www.drugs.com/mtm/euflexxa-injection.html
Excedrin,Osteoarthritis,1%,OTC,N,N,X,8.7,4.0,https://www.drugs.com/excedrin.html
hyaluronan,Osteoarthritis,1%,Rx,N,N,,6.0,275.0,https://www.drugs.com/mtm/hyaluronan.html
Indocin SR,Osteoarthritis,1%,Rx,C,N,X,,,https://www.drugs.com/cons/indocin-sr.html
Kenalog-10,Osteoarthritis,1%,Rx,C,N,,1.0,3.0,https://www.drugs.com/cons/kenalog-10.html
Limbrel,Osteoarthritis,1%,Rx/OTC,N,N,,7.5,9.0,https://www.drugs.com/cons/limbrel.html
Orthovisc,Osteoarthritis,1%,Rx,N,N,,6.3,185.0,https://www.drugs.com/orthovisc.html
Osteo Bi-Flex Advanced,Osteoarthritis,1%,OTC,N,N,,,,https://www.drugs.com/mtm/osteo-bi-flex-advanced-msm.html
sodium hyaluronate,Osteoarthritis,1%,Rx,N,N,,5.3,574.0,https://www.drugs.com/mtm/sodium-hyaluronate-injection.html
Supartz,Osteoarthritis,1%,Rx,N,N,,6.2,49.0,https://www.drugs.com/mtm/supartz-injection.html
Synvisc,Osteoarthritis,1%,Rx,N,N,,6.3,60.0,https://www.drugs.com/synvisc.html
Synvisc-One,Osteoarthritis,1%,Rx,N,N,,6.0,163.0,https://www.drugs.com/synvisc-one.html
Zilretta,Osteoarthritis,1%,Rx,C,N,,5.7,49.0,https://www.drugs.com/zilretta.html
Zostrix,Osteoarthritis,1%,Rx/OTC,B,N,,9.0,3.0,https://www.drugs.com/mtm/zostrix.html
acetaminophen / aspirin / caffeine,Osteoarthritis,0%,OTC,N,N,X,8.5,7.0,https://www.drugs.com/mtm/acetaminophen-aspirin-and-caffeine.html
acetaminophen / aspirin,Osteoarthritis,0%,OTC,N,N,X,,,https://www.drugs.com/cdi/acetaminophen-and-aspirin-buffered.html
acetaminophen / caffeine,Osteoarthritis,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/acetaminophen-and-caffeine.html
Arthricream,Osteoarthritis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/arthricream.html
Asper-Flex,Osteoarthritis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/asper-flex.html
Axsain,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/cdi/axsain.html
Backaid Inflammatory Pain Formula,Osteoarthritis,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/backaid-ipf.html
Boroleum,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/boroleum.html
Capsin,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/mtm/capsin.html
Capzasin,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/cdi/capzasin.html
Capzasin-HP,Osteoarthritis,0%,Rx/OTC,B,N,,5.0,3.0,https://www.drugs.com/mtm/capzasin-hp.html
Capzasin-P,Osteoarthritis,0%,Rx/OTC,B,N,,1.0,2.0,https://www.drugs.com/cdi/capzasin-p.html
Castiva Cooling,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/castiva-cooling.html
Castiva Warming,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/mtm/castiva-warming.html
Choline Magnesium Trisalicylate,Osteoarthritis,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/choline-magnesium-trisalicylate.html
Cidaflex,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/cidaflex.html
Cosmegen,Osteoarthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/cosmegen.html
dactinomycin,Osteoarthritis,0%,Rx,D,N,,,,https://www.drugs.com/mtm/dactinomycin.html
diclofenac / menthol,Osteoarthritis,0%,Rx,,N,,,,https://www.drugs.com/mtm/diclofenac-and-menthol-topical.html
DicloPR,Osteoarthritis,0%,Rx,,U,,,,https://www.drugs.com/pro/diclopr-gel.html
DicloStream,Osteoarthritis,0%,Rx,,N,,,,https://www.drugs.com/mtm/diclostream.html
Durolane,Osteoarthritis,0%,Rx,N,N,,4.2,217.0,https://www.drugs.com/mtm/durolane-injection.html
Eucalyptamint,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/eucalyptamint.html
Excedrin Quick Tab,Osteoarthritis,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/excedrin-quick-tab-peppermint.html
Excedrin Tension Headache,Osteoarthritis,0%,OTC,N,N,X,,,https://www.drugs.com/mtm/excedrin-tension-headache.html
Exocaine Plus,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/exocaine-plus.html
famotidine / ibuprofen,Osteoarthritis,0%,Rx,C,N,X,7.0,30.0,https://www.drugs.com/mtm/famotidine-and-ibuprofen.html
fenoprofen,Osteoarthritis,0%,Rx,D,N,X,,,https://www.drugs.com/mtm/fenoprofen.html
Fenortho,Osteoarthritis,0%,Rx,D,N,X,,,https://www.drugs.com/cdi/fenortho.html
Fenovar,Osteoarthritis,0%,Rx,,U,,,,https://www.drugs.com/pro/fenovar.html
flurbiprofen,Osteoarthritis,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/flurbiprofen.html
Gelsyn-3,Osteoarthritis,0%,Rx,N,N,,4.4,32.0,https://www.drugs.com/mtm/gelsyn-3-injection.html
Genace,Osteoarthritis,0%,OTC,N,N,X,,,https://www.drugs.com/genace.html
Glucoten,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/glucoten.html
Goody's Extra Strength,Osteoarthritis,0%,OTC,N,N,X,6.0,1.0,https://www.drugs.com/mtm/goodys-extra-strength.html
Gordogesic,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/gordogesic.html
Heet Triple Action,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/heet-triple-action.html
Hyalgan,Osteoarthritis,0%,Rx,N,N,,4.9,10.0,https://www.drugs.com/mtm/hyalgan-injection.html
hylan g-f 20,Osteoarthritis,0%,Rx,N,N,,6.2,230.0,https://www.drugs.com/mtm/hylan-g-f-20.html
Hymovis,Osteoarthritis,0%,Rx,N,N,,3.9,13.0,https://www.drugs.com/mtm/hymovis.html
meclofenamate,Osteoarthritis,0%,Rx,N,N,X,,,https://www.drugs.com/mtm/meclofenamate.html
Menthac Arthritis Cream with Capsaicin,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/mtm/menthac-arthritis-cream-with-capsaicin.html
Mentholatum Deep Heating,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/mentholatum-deep-heating.html
methyl salicylate,Osteoarthritis,0%,Rx/OTC,N,N,,6.2,39.0,https://www.drugs.com/mtm/methyl-salicylate-topical.html
Monovisc,Osteoarthritis,0%,Rx,N,N,,5.8,60.0,https://www.drugs.com/mtm/monovisc.html
Myoflex,Osteoarthritis,0%,OTC,N,N,,,,https://www.drugs.com/cdi/myoflex.html
Nalfon,Osteoarthritis,0%,Rx,D,N,X,,,https://www.drugs.com/mtm/nalfon.html
OptiFlex Complete,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/optiflex-complete.html
Pryflex,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/pryflex.html
Relafen DS,Osteoarthritis,0%,Rx,C,N,X,,,https://www.drugs.com/cdi/relafen-ds.html
Relamine,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/relamine.html
Salonpas Pain Patch,Osteoarthritis,0%,Rx/OTC,N,N,,6.1,38.0,https://www.drugs.com/mtm/salonpas-pain-patch.html
Satogesic,Osteoarthritis,0%,Rx/OTC,N,N,,,,https://www.drugs.com/mtm/satogesic.html
Sloan's Liniment,Osteoarthritis,0%,Rx/OTC,B,N,,9.0,1.0,https://www.drugs.com/mtm/sloan-s-liniment.html
Supartz FX,Osteoarthritis,0%,Rx,N,N,,6.1,7.0,https://www.drugs.com/cons/supartz-fx-injection.html
tolmetin,Osteoarthritis,0%,Rx,C,N,X,10.0,1.0,https://www.drugs.com/mtm/tolmetin.html
trolamine salicylate,Osteoarthritis,0%,OTC,N,N,,9.0,7.0,https://www.drugs.com/cdi/trolamine-cream-and-lotion.html
Zostrix Diabetic Foot Pain,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/cdi/zostrix-diabetic-foot-pain.html
Zostrix Sports,Osteoarthritis,0%,Rx/OTC,B,N,,,,https://www.drugs.com/cdi/zostrix-sports.html
